title,updateTimestamp,content,relatedStocks,relatedInfos,date,trade_date
人民币兑美元中间价报7.1659 下调666点,2024-11-07 09:15:58,格隆汇11月7日｜人民币兑美元中间价报7.1659，下调666点，创2023年11月以来最弱；上一交易日中间价7.0993，上一交易日官方收盘价7.1649，上日夜盘报收7.1796。,CNH,,2024-11-07 01:15:58,20241108
美元兑离岸人民币触及7.2元关口,2024-11-07 10:11:23,格隆汇11月7日｜美元兑离岸人民币触及7.2元关口，日内跌0.02%；美元兑在岸人民币最新报7.1820元，日内涨0.03%。,CNH,,2024-11-07 02:11:23,20241108
离岸人民币同业拆息利率全线上行 回购协议流动性被用近六成,2024-11-07 11:35:18,格隆汇11月7日｜隔夜Hibor涨16个基点至1.86667%；一周期的Hibor涨32个基点至2.29530%，触及10月22日以来高位；两周期Hibor升29个基点至2.37303%，至10月14日以来高点；一年期Hibor升11个基点至2.45303%，创8月16日以来新高。香港金管局200亿元人民币的日间回购协议流动性已被调用近六成。,CNH,,2024-11-07 03:35:18,20241108
离岸人民币兑美元升穿7.17关口,2024-11-07 15:28:59,格隆汇11月7日｜离岸人民币兑美元升穿7.17关口，日内涨超300点。,CNH,,2024-11-07 07:28:59,20241108
中国10月外汇储备32610亿美元，环比减少553亿美元,2024-11-07 16:03:17,格隆汇11月7日｜中国央行：中国10月末外汇储备规模为32610亿美元，较9月末下降553亿美元，降幅为1.67%；预期32900亿美元。,CNH,,2024-11-07 08:03:17,20241108
中国央行连续第6个月暂停增持黄金,2024-11-07 16:03:41,格隆汇11月7日｜中国央行：中国10月末黄金储备报7280万盎司(约2264.33吨)，连续第6个月与上个月持平。此前连续18个月增持黄金储备。,CNH,['黄金'],2024-11-07 08:03:41,20241108
,2024-11-07 16:33:40,格隆汇11月7日｜在岸人民币兑美元11月7日16:30收盘报7.1603，较上一交易日上涨46点。,CNH,,2024-11-07 08:33:40,20241108
离岸人民币兑美元涨破7.15,2024-11-07 22:42:44,格隆汇11月7日｜离岸人民币兑美元日内上涨500点或0.8%，涨破7.15。,CNH,,2024-11-07 14:42:44,20241108
,2024-11-08 06:18:59,格隆汇11月8日｜在岸人民币兑美元北京时间03:00收报7.1455，较上一交易日夜盘收盘涨341点。成交量616.63亿美元。,CNH,,2024-11-07 22:18:59,20241108
离岸人民币反弹超600点,2024-11-08 06:30:00,格隆汇11月8日｜离岸人民币（CNH）兑美元北京时间05:59报7.1415元，较周三纽约尾盘涨621点——意味着“特朗普胜选日”的失地随后收复一半，日内整体交投于7.2132-7.1415元区间，北京时间09:18曾逼近8月2日底部7.2521元。,CNH,,2024-11-07 22:30:00,20241108
音频 | 格隆汇11.8盘前要点—港A美股你需要关注的大事都在这,2024-11-08 07:13:45,"格隆汇11月8日｜国际要闻：
1、美联储降息25个基点 符合市场预期；
2、美联储FOMC声明及鲍威尔发布会要点：如期降息25个基点，或有必要放缓降息步伐；
3、“降息日”纳指、标普500指数续创新高，中概指数大涨3.5%；
4、国际油价收涨超0.9%；
5、现货黄金在美联储降息日涨约1.8%，报2706.64美元/盎司；
6、瑞典央行降息50个基点；
7、英国央行降息25个基点；
8、美国货币市场基金资产规模升至6.59万亿美元，创纪录新高；
9、欧元区9月零售销售环比增长0.5% 高于预期；
10、日产汽车将裁员9000人 并减持三菱汽车股份；
11、分析师：特朗普上台对汽车股来说可能不是坏消息；
大中华区要闻：
1、中国央行连续第6个月暂停增持黄金；
2、中国10月外汇储备32610亿美元，环比减少553亿美元；
3、中国10月出口远超预期 料短期仍受惠“抢出口”；
4、证监会副主席李明：落实好资本市场改革开放举措 提升A股投资价值 为投资者创造长期回报；
5、证监会副主席李明：已取消外资证券基金期货公司外资股比限制 外资机构在经营范围和监管要求上实现国民待遇；
6、十四届全国人大常委会第十二次会议举行联组会议 审议国务院关于建设中国特色、世界一流的大学7和优势学科工作情况的报告并开展专题询问；
8、李强：深化大湄公河次区域新能源电池、汽车和光伏产业合作；
9、中方决定面向湄公河五国颁发“澜湄签证” 为符合条件的商务人员审发5年多次来华签证；
10、商务部：将加快建立服务消费政策体系 扩大银发经济双向投资合作；
11、央行下属自律机制成员讨论规范同业存款定价：包括不得高价吸收同业资金，防止空转套利；
12、广东证券期货业协会：提醒广大投资者不要跟风“直播炒股”；
13、离岸人民币反弹超600点；
14、时隔一年，首次有券商启动转债提前赎回；
15、西部证券：拟收购国融证券64.5961%股份 总价约为38.25亿元；
16、中芯国际：第三季度净利润同比增长56.4%；
17、今日港股傲基股份、晶科电子股份上市，A股金天钛业等3股申购；
18、南下资金加仓美团、腾讯、中信证券；
19、公告精选︱方正电机：成为零跑汽车某两个项目驱动电机定转子总成零部件供应商；华虹公司：前三季净利润5.78亿元 同比下降65.69%;
20、公告精选(港股)︱中芯国际(00981.HK)第三季度拥有人应占利润1.49亿美元 环比减少9.6%;
21、A股投资避雷针︱动力源：被美国财政部OFAC列入SDN清单；中贝通信：收到湖北证监局警示函。",CNH,,2024-11-07 23:13:45,20241108
