title,updateTimestamp,content,relatedStocks,relatedInfos,date,trade_date
人民币兑美元中间价报7.1886 上调3点,2025-01-20 09:16:20,格隆汇1月20日｜人民币对美元中间价报7.1886，调升3个基点；前一交易日中间价报7.1889，在岸人民币16:30收盘价报7.3284，夜盘收报7.3249。,CNH,,2025-01-20 01:16:20,20250121
民生银行首席经济学家温彬：短期内降息受限 1月LPR报价维持不变,2025-01-20 10:09:26,格隆汇1月20日｜中国人民银行授权全国银行间同业拆借中心公布，2025年1月20日贷款市场报价利率(LPR)为：1年期LPR为3.1%，5年期以上LPR为3.6%，均维持不变。民生银行首席经济学家温彬表示，近期稳汇率压力加大，政策利率企稳，资金利率攀升，短期内降息受限，1月LPR报价延续“按兵不动”。后续降息时点或主要取决于关税加征进程及力度。,CNH,,2025-01-20 02:09:26,20250121
美元兑离岸人民币跌0.5%,2025-01-20 21:37:32,格隆汇1月20日｜美元兑离岸人民币日内跌幅达到0.50%，报7.3041元；美元兑在岸人民币最新报7.3067元，日内跌0.25%。,CNH,,2025-01-20 13:37:32,20250121
离岸人民币兑美元收复7.31,2025-01-20 21:43:56,格隆汇1月20日｜离岸人民币兑美元短线拉升，收复7.31关口，现报7.3079，日内涨超300点。据华尔街日报，特朗普计划在周一发布一份全面的备忘录，以研究贸易政策，但不会立即征收新关税。,CNH,,2025-01-20 13:43:56,20250121
离岸人民币兑美元收复7.3,2025-01-20 21:53:17,"格隆汇1月20日｜离岸人民币兑美元持续拉升，收复7.3关口，现报7.2978，日内涨超420点。
据华尔街日报，特朗普计划在周一发布一份全面的备忘录，以研究贸易政策，但不会立即征收新关税。",CNH,['人民币汇率'],2025-01-20 13:53:17,20250121
收复7.28！离岸人民币兑美元大涨近600点,2025-01-20 22:03:07,"格隆汇1月20日｜离岸人民币兑美元持续拉升，收复7.28关口，日内涨近600点，接连收复7.31、7.30、7.29、7.28关口。在岸人民币兑美元夜盘涨至7.27元。
据华尔街日报，特朗普计划在周一发布一份全面的备忘录，以研究贸易政策，但不会立即征收新关税。",CNH,['人民币升值'],2025-01-20 14:03:07,20250121
离岸人民币兑美元涨至7.27上方,2025-01-20 22:44:15,"格隆汇1月20日｜离岸人民币兑美元涨至7.27元上方，日内涨超0.9%，报7.2633元；在岸人民币一度涨至7.2675元。 富时A50夜期涨幅扩大至1.2%。
特朗普的官员证实了华尔街日报的报道，即他在上任第一天不会实施新关税。",CNH,,2025-01-20 14:44:15,20250121
离岸人民币兑美元涨超800点,2025-01-21 06:09:26,格隆汇1月21日｜离岸人民币兑美元上涨超800点，报7.2588，创去年12月中旬以来新高。,CNH,,2025-01-20 22:09:26,20250121
在岸人民币夜盘收涨459点，至7.28元上方,2025-01-21 06:18:04,格隆汇1月21日｜在岸人民币兑美元（CNY）北京时间03:00收报7.2790元，较上周五夜盘收盘涨459点。成交量603.95亿美元。,CNH,,2025-01-20 22:18:04,20250121
音频 | 格隆汇1.21盘前要点—港A美股你需要关注的大事都在这,2025-01-21 07:14:34,"格隆汇1月21日｜国际要闻：
1、美股1月20日因马丁·路德·金纪念日休市；
2、欧股普遍收涨 德国和英国股市续创收盘历史新高；
3、特朗普宣誓就任美国第47任总统；
4、特朗普宣布一系列行政命令，包括撤销电动车优惠政策以拯救美国传统汽车工业；
5、特朗普就职当天 美国宣布将退出《巴黎协定》；
6、COMEX黄金期货收跌0.61%；
7、WTI原油期货收跌1.32%；
8、美元指数大跌超1.2%，非美货币普遍走高；
9、马斯克称X不被允许在中国运营的情况需要改变，外交部回应；
10、OpenAI CEO：下月不会推出AGI，且目前尚未研发出AGI；
11、消息称特朗普不会立即征收新关税；
12、英伟达CEO黄仁勋缺席特朗普就职典礼，在华称要继续与中国合作；
大中华区要闻：
1、预告：国新办将于1月21日举行“中国经济高质量发展成效”系列新闻发布会；
2、何立峰：大力实施城市更新 有力有序有效推进城市更新重点任务；
3、李强：要实施更加积极的财政政策和适度宽松的货币政策 培育更多经济新增长点；
4、放弃3% 各省份2025年居民消费价格涨幅目标普降至2%左右；
5、离岸人民币兑美元涨至7.27上方；
6、富时A50期指连续夜盘收涨1.02%；
7、中国连锁经营协会：超半数连锁超市2024年来客数量上涨；
8、豆包实时语音大模型上线；
9、南下资金连续12日净买入中芯国际共计98亿港元，连续14日净买入腾讯共计430亿；
10、公告精选︱新华保险：2024年度净利预增175%至195%；爱慕股份：2024年前三季度小红书渠道营业收入223.08万元，占公司前三季度营业收入比例仅为0.10%，占比较小；
11、公告精选(港股)︱新华保险(01336.HK)：2024年度净利润预计同比增长175%至195%；
12、A股投资避雷针︱启迪环境：2024年度预亏24.5亿元-28.8亿元；爱慕股份：2024年前三季度小红书渠道营业收入占比较小。",CNH,,2025-01-20 23:14:34,20250121
离岸人民币兑美元升至7.2530,2025-01-21 08:34:56,格隆汇1月21日｜离岸人民币兑美元升至7.2530，创2024年12月11日以来新高。,CNH,,2025-01-21 00:34:56,20250121
