title,updateTimestamp,content,relatedStocks,relatedInfos,date,trade_date
美元兑日元持续走高，站上155,2024-07-30 14:36:19,格隆汇7月30日｜美元兑日元持续走高，站上155，日内涨0.64%，此前日本10年期国债收益率跌破1%。,JPY,,2024-07-30 06:36:19,20240731
大和证券：日本央行陷入两难 支撑日元还是抑制收益率大幅走高？,2024-07-30 16:28:53,格隆汇7月30日｜大和证券分析师Eiji Kinouchi认为，日本央行可能陷入了日元走软和债券收益率上升的两难境地。他说，虽然日本央行需要保持强硬姿态以阻止日元下跌，但鉴于近期资本支出疲软，央行并不想推高长期收益率。他还说，如果日本金融机构认为收益率不会进一步大幅上升，这会鼓励它们购买更多日本国债。10年期日本国债收益率最近一直徘徊在1%左右，相比之下，3月份日本央行仍在控制日本国债收益率时，10年期日本国债收益率约为0.7%。,JPY,,2024-07-30 08:28:53,20240731
市场聚焦“超级央行周”，金价小幅上涨,2024-07-30 18:03:03,格隆汇7月30日｜随着投资者在等待未来几日一系列的央行利率决议，金价小幅上涨。黄金在稍早跌至2377美元下方后反弹，仍有望实现月度上涨。美联储预计将在几个月内开始降息，日本和英国也将召开利率会议，交易员将密切关注日本央行是否会加息，以及英国央行是否会降息。本月早些时候，随着亚洲投资者在场外交易市场加大对实物金条的需求，金价创下历史新高。世界黄金协会数据显示，这是至少25年来黄金表现最好的第二季度。11月的美国总统大选也开始刺激投资者对黄金的兴趣。黄金ETF7月份增加了约44吨，有望实现两年多来的最大增幅。,JPY,,2024-07-30 10:03:03,20240731
荷兰国际：美日两大央行的利率决定将左右日元走势,2024-07-30 19:40:42,格隆汇7月30日｜荷兰国际表示，日本央行和美联储本周的利率会议将决定日元能否延续近期升势。分析师Chris Turner表示，预计日本央行将加息15个基点，美联储将使市场为9月份的降息做好准备，这可能会使美元兑日元跌至150。然而，如果日本央行维持不变的政策令我们感到意外，美元/日元可能会大幅反弹至157，而澳元/日元等交叉盘可能会大幅反弹。,JPY,,2024-07-30 11:40:42,20240731
,2024-07-30 21:08:00,格隆汇7月30日｜美元兑日元短线下挫30点，现报154.65。,JPY,,2024-07-30 13:08:00,20240731
日本央行将讨论加息15个基点,2024-07-30 23:16:34,格隆汇7月30日｜日本央行将讨论加息15个基点，而非市场一直在考虑的加息10个基点，这将使利率从0.10%升至0.25%。一些委员会成员认为，应该密切监控日元贬值推高物价的风险。然而，委员会成员中也有人持谨慎意见，鉴于实际工资持续负增长，消费趋势应得到进一步观察。他们将在分析最新的经济数据后做出最后决定。此外，日本央行将决定减少政府债券购买的具体计划。,JPY,['央行加息'],2024-07-30 15:16:34,20240731
日本新任外汇事务最高官员：日元贬值对经济弊大于利 必要时会干预,2024-07-30 23:50:02,格隆汇7月30日｜日本新任命的外汇事务最高官员三村淳表示，近期日元疲软对日本经济弊大于利。他提到可以用市场干预等措施遏制压低日元的投机行为。三村淳表示，虽然近期日元贬值有利有弊，但弊端正变得越来越明显，他指出，能源和食品价格上涨对消费者和进口商的影响是日元贬值的坏处之一。他还称，在多角度综合评估后，如果确实有必要采取行动，他们会这么做。三村淳还暗示，他可能会延续前任的策略，让投资者猜测日本何时会介入市场来支撑日元。,JPY,,2024-07-30 15:50:02,20240731
,2024-07-31 00:24:05,格隆汇7月31日｜美元兑日元下跌约0.3%，刷新日低至153.57日元，日内一度涨至日高155.22日元。,JPY,,2024-07-30 16:24:05,20240731
ICE美元指数跌约0.1%，日元涨超0.8%逼近152,2024-07-31 06:36:05,格隆汇7月31日｜周二（7月30日）纽约尾盘，ICE美元指数跌0.08%，报104.478点，北京时间20:59（美股开盘前半小时左右）刷新日高至104.799点。彭博美元指数涨0.04%，报1260.81点，22:14（美国职位空缺数据发布后）刷新日高至1263.55点，欧美时段呈现出冲高回落走势。亚洲货币中，美元兑日元跌0.81%，报152.78日元，日内交投区间为155.22-152.66日元，全天整体呈现出冲高回落走势。,JPY,,2024-07-30 22:36:05,20240731
音频 | 格隆汇7.31盘前要点—港A美股你需要关注的大事都在这,2024-07-31 07:19:24,"格隆汇7月31日｜国际要闻：
1、纳指收跌1.28%，中概指数收跌1.5%，英伟达大跌超7%；
2、WTI 9月原油期货收跌超1.42%；
3、上半年日本八家主要车企在日产量同比下降10%；
4、英国拟明年向私立学校征收20%学费增值税；
5、泰国试图通过五年税收减免以扭转人才流失；
6、淡马锡五年内将投入美国市场300亿美元；
7、韩国国情院：金正恩之女接受接班人培训；
8、欧洲6月中国品牌电动汽车新增登记量超2.3万辆，创历史新高；
9、英特尔据悉将裁员数千人，以降低成本并为扭转颓势提供资金；
10、微软再次出现服务中断；
11、微软二季度云收入逊于市场预期；
12、日本央行将讨论加息15个基点；
13、石油需求不稳，油价跌至七周低点；
14、俄罗斯考虑将加密货币合法化用于全球支付；
15、Ackman的美国封闭式基金IPO大缩水 预计筹资额不到最初目标十分之一；
大中华区要闻：
1、中共中央政治局：提振投资者信心，提升资本市场内在稳定性；
2、中共中央政治局：要落实好促进房地产市场平稳健康发展的新政策，坚持消化存量和优化增量相结合；
3、中共中央政治局：支持文旅、养老、育幼、家政等消费；
4、中共中央政治局：防止“内卷式”恶性竞争；
5、中共中央政治局：要保持人民币汇率在合理均衡水平上的基本稳定；
6、离岸人民币兑美元较周一纽约尾盘涨278点；
7、水资源费改税将全面推开；
8、香港金管局：外汇基金上半年录得1040亿港元投资收入；
9、港澳地区外国旅游团今起入境海南144小时免签；
10、国务院任命李明为证监会副主席，免去方星海副主席职务；
11、北京商报：大众交通有过度投机之嫌；
12、商务部部长王文涛：将尽快落实制造业外资准入限制措施“清零”要求，合理缩减外资准入负面清单；
13、国家发展改革委：要加大宏观调控力度，加强经济形势分析和政策研究；
14、公募人士不认同瑞银证券看空白酒股观点，多家酒企也给出回应；
15、崔东树：6月皮卡出口占销量的49%，成为商用车中最强的出口占比；
16、今日A股力聚热能上市；
17、北上资金净卖出A股24.45亿元，逆势加仓药明康德、比亚迪；
18、南下资金连续4日加仓腾讯，共计近20亿港元；
19、公告精选︱工业富联：拟2亿元-3亿元回购股份；老百姓：实际控制人、董事长谢子龙被留置、立案调查；
20、公告精选(港股)︱华能国际电力股份(00902.HK)中期净利77.75亿元 同比增长19.80%；
21、A股避雷针︱天承科技：股东睿兴二期拟合计减持不超过3%公司股份；老百姓：实际控制人、董事长谢子龙被留置、立案调查。",JPY,,2024-07-30 23:19:24,20240731
日元有望创2022年以来最大单月涨幅,2024-07-31 07:21:47,格隆汇7月31日｜7月迄今，美元兑日元已经累计下跌4.96%，最低触及151.94日元，恐将创2022年以来最差单月表现。7月31日稍晚，日本央行和美联储将先后公布利率决议声明。,JPY,,2024-07-30 23:21:47,20240731
