title,updateTimestamp,content,relatedStocks,relatedInfos,date,trade_date
,2024-07-25 09:15:49,格隆汇7月25日｜人民币兑美元中间价较上日调升37点至7.1321，升幅创2024年5月6日以来最大。,CNH,,2024-07-25 01:15:49,20240726
离岸人民币兑美元创6月以来最高水平,2024-07-25 14:02:28,格隆汇7月25日｜人民币走强，离岸人民币兑美元涨幅一度扩大至0.3%，报7.2411，创6月份以来最高水平。,CNH,,2024-07-25 06:02:28,20240726
在岸、离岸人民币日内双双走高,2024-07-25 14:10:13,格隆汇7月25日丨在岸人民币兑美元日内涨超200点，目前报7.2423。离岸人民币兑美元持续走高，日内累计涨超200点，目前报7.2411。,CNH,,2024-07-25 06:10:13,20240726
离岸人民币兑美元升破7.23关口,2024-07-25 15:51:20,格隆汇7月25日｜人民币继续走强，离岸人民币兑美元涨近400点，至7.2271，创5月17日以来新高。,CNH,,2024-07-25 07:51:20,20240726
在岸、离岸人民币兑美元双双升破7.23,2024-07-25 15:58:32,格隆汇7月25日丨在岸人民币兑美元日内涨超360点，报7.2250；离岸人民币兑美元持续走高，涨超400点，报7.2220。,CNH,,2024-07-25 07:58:32,20240726
在岸、离岸人民币兑美元双双升破7.22,2024-07-25 16:08:23,格隆汇7月25日｜日元的大幅反弹带动人民币走强，在岸、离岸人民币兑美元盘中涨势进一步扩大，均升破7.22关口。离岸人民币兑美元涨超500点，至7.2143，创5月16日以来新高。在岸人民币兑美元涨超400点，至7.2144，亦创5月16日以来新高。,CNH,,2024-07-25 08:08:23,20240726
,2024-07-25 16:31:50,格隆汇7月25日｜在岸人民币兑美元7月25日16:30收盘报7.2203，较上一交易日上涨557点。,CNH,,2024-07-25 08:31:50,20240726
日元强势“翻身” 全球市场大洗牌,2024-07-25 17:19:15,"格隆汇7月25日｜随着投资者重新评估他们的杠杆押注，日元令人震惊的复苏正在颠覆全球市场，并打击了日本股市、黄金和比特币等资产。周四，日元兑美元汇率升至两个多月来的最高点，反映出越来越多的人押注日本和美国之间的利率差距可能会缩小。日元走强会对日本出口商造成伤害，致使日经225指数进入技术性调整。因套息交易失宠，澳元等货币遭受重创。黄金和比特币也出现下跌，原因是有迹象表明，交易员正在撤销此前颇受欢迎的押注，转而买入日元。""这实际上是日元轧空造成的重大去杠杆事件，"" Capital.Com资深市场分析师Kyle Rodda表示。“这迫使整个市场出现大规模的平仓。”道富环球市场宏观策略师Yuting Shao表示：“其他亚洲市场，尤其是包括韩元和离岸人民币在内的北亚货币正在得到支撑。随着套利交易的逆转，日元涨势可能会持续到下周日本央行会议。”",CNH,,2024-07-25 09:19:15,20240726
,2024-07-26 06:18:29,格隆汇7月26日｜在岸人民币兑美元北京时间03:00收报7.2450，较上一交易日夜盘收盘涨190点。成交量573.72亿美元。,CNH,,2024-07-25 22:18:29,20240726
离岸人民币兑美元较周三纽约尾盘涨261点，三天涨超0.7%,2024-07-26 06:38:21,格隆汇7月26日｜离岸人民币（CNH）兑美元北京时间04:59报7.2402元，较周三纽约尾盘涨261点，盘中整体交投于7.2720-7.2032元区间，最近三个交易日累计反弹超过530点、累计涨超0.7%。,CNH,,2024-07-25 22:38:21,20240726
音频 | 格隆汇7.26盘前要点—港A美股你需要关注的大事都在这,2024-07-26 07:48:35,"格隆汇7月26日｜国际要闻：
1、美股三大指数收盘涨跌不一，福特汽车大跌超18%；
2、美国原油收涨约0.9%；
3、贝莱德：继续超配美股及人工智能主题相关机会；
4、美国二季度GDP为2.8% 高于预期；
5、美国Q2核心PCE物价指数年化季率初值为2.9% 高于预期；
6、本田宣布关闭中国两家工厂；
7、日元强势“翻身” 全球市场大洗牌；
8、日股7连跌创3个月新低，较前高回落10.7%；
9、韩股创6月11日以来收盘新低，较前高回落6.4%
10、印尼正式启动“黄金签证”计划 吸引外国投资者；
11、铜价跌破每吨9000美元大关 为自4月初以来首次；
12、意大利总理梅洛尼将访华；
13、挑战谷歌！OpenAI推出在线搜索工具SearchGPT；
大中华区要闻：
1、两部门：降低超长期特别国债资金申报门槛 不再设置“项目总投资不低于1亿元”要求 支持中小企业设备更新；
2、在岸、离岸人民币兑美元双双升破7.21；
3、香港6月进口同比9%超预期，出口同比10.7%逊预期；
4、香港2024年上半年商品整体出口货值同比上升12.2%；
5、明星企业扎堆排队 港股IPO热潮涌动；
6、有银行开始抢客了 办100多万元房贷送5克金条；
7、2024上半年中国游戏产业报告：国内游戏市场实销收入超1400亿元；
8、招商银行下调存款挂牌利率；
9、深圳用电负荷首次突破2300万千瓦；
10、2024暑期档票房破65亿；
11、东方甄选：主播董宇辉离职；
12、东方甄选：出售与辉同行100%股权予董宇辉 代价7658.55万元；
13、A股绿联科技今日上市；
14、北上资金净卖出A股65.82亿元，减仓贵州茅台和宁德时代，加仓紫金矿业；
15、南下资金逆势加仓腾讯，减仓美团、紫金矿业；
16、公告精选︱煜邦电力：上半年净利润同比预增668.27%到803.85%；中国电建：签订7.55亿美元阿布扎比PV3阿吉班1.5GW光伏项目EPC合同；
17、公告精选(港股)︱环球新材国际(06616.HK)拟6.65亿欧元购买全球表面解决方案业务；
18、A股避雷针︱莱绅通灵：王丽丽和克复荣光拟合计减持不超过3%股份；*ST华铁：公司股票将被终止上市暨停牌。",CNH,,2024-07-25 23:48:35,20240726
