title,updateTimestamp,content,relatedStocks,relatedInfos,date,trade_date
 美元/日元自3月中旬以来首次跌破100日移动均线,2024-07-24 09:15:00,格隆汇7月24日｜美元兑日元USD/JPY短线走低50点，自3月中旬以来首次跌破100日DMA，现报155.42，日内跌0.11%。,JPY,,2024-07-24 01:15:00,20240725
美元/日元下破155关口,2024-07-24 12:02:23,格隆汇7月24日｜美元兑日元USD/JPY失守155，为6月5日以来首次，日内跌幅0.37%。,JPY,,2024-07-24 04:02:23,20240725
,2024-07-24 12:15:45,格隆汇7月24日｜美元兑日元USD/JPY继续走低，日内跌幅达0.50%，现报154.80。,JPY,,2024-07-24 04:15:45,20240725
日元延续涨势，全球套息交易平仓升温,2024-07-24 13:18:10,格隆汇7月24日｜日元周三升穿关键水准，带动全球利差交易平仓。美元兑日元自3月中旬以来首次跌穿100日移动均线，并失守155的心理关口，技术指标显示跌势可能持续。澳元、纽元和比索兑日元汇率均跌约1%。周三的走势由日元主导，自7月3日跌至近40年低点以来，日元已累计上涨逾4.5%。7月11日和12日日本当局疑似干预汇市的事件，以及特朗普和日本高层政治人物对日元的评论，都帮助推动了日元的上涨。近年来，日本的超低利率使日元成为套利交易者青睐的资金来源，套利交易者借入资金投资于收益率较高的货币。随着投资者押注日本将进一步加息，以及当局可能进一步干预汇市，这种交易正在平仓。,JPY,,2024-07-24 05:18:10,20240725
分析师：央行决议或再次推动镑/日飙升至15年高位,2024-07-24 13:27:12,格隆汇7月24日｜分析师Mark Cudmore表示，英镑兑日元从不到两周前的15年高点下跌了约4%。这是一次健康的修正，目前可能已经足够了，因为过去四年中涨幅约50%背后的根本原因可以说比以往任何时候都更加有效。英国债市目前的实际收益率很高，将继续吸引资金流入，尤其是英国国内政治局势似乎已趋于稳定。相比之下，日本的巨额债务只提供了严重负的实际收益率。更糟糕的是，日本短期内无法承受正的实际收益率，因为这将加剧人们对其债务可持续性的强烈担忧。两国央行下周都将召开政策会议，市场认为日本央行加息的可能性略高于英国央行降息的可能性，但两者都接近50%。他们都很有可能维持目前的政策利率不变，但只要其中一方保持不变，英镑兑日元就可能再次飙升至15年新高。,JPY,,2024-07-24 05:27:12,20240725
日元涨幅扩大 全球套利交易平仓升温,2024-07-24 13:48:27,格隆汇7月24日丨日元兑美元周三升破关键位，引领全球套利交易平仓潮，推低了墨西哥比索、澳元、新西兰元等货币。美元兑日元自3月中旬以来首次跌破100日移动均线，也跌破了心理关口155，技术指标显示这一势头可能还会持续。澳元、新西兰元和墨西哥比索兑日元均下跌1%。自7月3日触及近四十年低点以来，日元已反弹超过4.5%。7月11日和12日日本当局疑似进行了多轮干预，加上特朗普和日本政界高层对汇率的评论，都刺激了这波日元涨势。,JPY,,2024-07-24 05:48:27,20240725
,2024-07-24 17:42:39,格隆汇7月24日｜美元兑日元USD/JPY一度走低30点，最低至154.27。,JPY,,2024-07-24 09:42:39,20240725
,2024-07-24 20:18:02,格隆汇7月24日｜美元兑日元USD/JPY失守154，为5月16日以来首次，日内跌幅1.02%。,JPY,,2024-07-24 12:18:02,20240725
,2024-07-24 20:37:10,格隆汇7月24日｜欧元兑日元下跌1.08%，报167.05，为自5月9日以来的最低水平。,JPY,,2024-07-24 12:37:10,20240725
美元指数跌约0.1%，日元涨超1.1%逼近153,2024-07-25 06:36:20,格隆汇7月25日｜周三（7月24日）纽约尾盘，ICE美元指数跌0.09%，报104.357点，日内交投区间为104.555-104.122点。彭博美元指数跌0.02%，报1256.94点，日内交投区间为1257.92-1254.51点。亚洲货币中，美元兑日元跌1.13%，报153.83日元，日内交投区间为155.99-153.11日元。欧元兑日元跌1.26%，报166.75日元；英镑兑日元跌1.12%，报198.557日元。欧元兑美元跌0.12%，英镑兑美元持平，美元兑瑞郎跌0.66%；商品货币对中，澳元兑美元跌0.53%，纽元兑美元跌0.50%，美元兑加元涨0.15%。,JPY,,2024-07-24 22:36:20,20240725
