title,updateTimestamp,content,relatedStocks,relatedInfos,date,trade_date
人民币兑美元中间价报7.1843 上调53点,2024-12-11 09:16:03,格隆汇12月11日｜人民币兑美元中间价报7.1843，上调53点；上一交易日中间价7.1896，上一交易日官方收盘价7.2493，上日夜盘报收7.2491。,CNH,,2024-12-11 01:16:03,20241212
高盛看好黄金 若美联储减息次数减少将构成下行风险,2024-12-11 11:38:54,"格隆汇12月11日｜投行高盛预期，2025年底黄金将达到每盎斯3000美元，其对黄金的预测面临的主要下行风险是美联储减息次数减少，而不是美元走强。
金价10月升至纪录高点2790.15美元，今年飙升超过30%，主要受央行减息和地缘政治紧张局势加剧的推动。
高盛反对一种普遍的观点，即在美元长期保持强势的情况下，黄金不可能在2025年底涨至3000美元。该行预计，如果美联储再减息125个基点，金价将上涨7%。不过，若仅再减息25个基点，则明年底金价料将仅升至每盎斯2890美元。
高盛也不认同美元走强会阻止央行购买黄金，在该行的基本假设中，到明年底，这将推动金价上涨9%，因为央行会利用美元储备在国际上购买黄金。人民币贬值和该行的经济学家所预期的更广泛的政策宽松，对中国零售黄金需求的净影响大致是中性的。",CNH,['黄金'],2024-12-11 03:38:54,20241212
CNH HIBOR主要期限利率全线上行,2024-12-11 11:46:04,格隆汇12月11日｜隔夜HIBOR涨38个基点至1.76455%，创11月26日以来新高。一周期的HIBOR涨46个基点至2.13273%，两周期HIBOR升50个基点至2.40106%，均创12月2日以来高点；一年期HIBOR亦小涨至2.77606%。,CNH,,2024-12-11 03:46:04,20241212
离岸人民币兑美元跳水跌破7.28关口,2024-12-11 15:11:12,格隆汇12月11日｜离岸人民币兑美元日内下跌近300点，跌破7.28关口，现报7.2815。,CNH,,2024-12-11 07:11:12,20241212
,2024-12-11 16:32:05,格隆汇12月11日｜在岸人民币兑美元12月11日16:30收盘报7.2590，较上一交易日下跌97点。,CNH,,2024-12-11 08:32:05,20241212
离岸人民币兑美元跌破7.29关口,2024-12-11 17:45:39,格隆汇12月11日｜受相关传闻影响，离岸人民币兑美元进一步下跌，一度跌超300点，跌破7.29关口，至7.29119。,CNH,,2024-12-11 09:45:39,20241212
央行主管媒体：人民币汇率保持基本稳定具有坚实基础,2024-12-11 20:14:35,格隆汇12月11日｜央行主管媒体金融时报发文称，近期，美国大选后市场炒作特朗普交易，大幅推升美元指数，最高突破108，非美元货币普遍承压。人民币汇率双向波动、弹性增强，市场预期较为稳定，企业购售汇行为理性有序，外汇市场运行总体平稳。多位业内专家认为，目前美元下行的可能性正在增大，我国经济发展稳中向好，从内外部条件看，人民币汇率在合理均衡水平上保持基本稳定具有坚实基础，年末随着企业结汇增多大概率将企稳走升。,CNH,,2024-12-11 12:14:35,20241212
,2024-12-12 06:25:16,格隆汇12月12日｜在岸人民币兑美元（CNY）北京时间03:00收报7.2615元，较周二夜盘收盘跌124点。成交量576.09亿美元。,CNH,,2024-12-11 22:25:16,20241212
,2024-12-12 06:30:10,格隆汇12月12日｜离岸人民币（CNH）兑美元北京时间05:59报7.2791元，较周二纽约尾盘跌212点，日内整体交投于7.2425-7.2921元区间。,CNH,,2024-12-11 22:30:10,20241212
音频 | 格隆汇12.12盘前要点—港A美股你需要关注的大事都在这,2024-12-12 07:08:05,"格隆汇12月12日｜国际要闻：
1、美国11月CPI进一步反弹 符合市场预期；
2、美国11月核心CPI连续第三个月录得3.3%，符合预期；
3、纳指涨1.77%首破两万点，特斯拉等多股创历史新高；
4、比特币重新站上10万美元；
5、WTI原油期货收涨约2.5%，耶伦宣称油市走弱为美西方进一步针对俄罗斯制造机会；
6、特斯拉涨近6%创历史新高，马斯克成为全球首个身家超过4000亿美元的人；
7、美联储12月降息25个基点的概率为98.6%；
8、印度证交所今年新股集资额达173亿美元，荣登全球第一；
9、纽约期金涨1.3%，在美国CPI通胀数据发布日站上2750美元；
10、欧佩克下调全球原油需求增速预期 为连续第五个月下调；
11、苹果推出融合ChatGPT的Siri；
12、苹果据报与博通合作 开发AI芯片；
13、加拿大央行连续第二个月降息50BP；
14、巴西央行加息100个基点，预告未来两次会议将同等加息幅度；
15、欧盟各国大使同意对俄罗斯实施第15轮制裁；
16、沙特获得2034年世界杯主办权；
大中华区要闻：
1、两部门：2027年底前教育系统软件正版率显著提升 全面使用正版操作系统软件、办公软件和杀毒软件；
2、两部门：督促软件企业研发适用于教学、科研的正版软件产品和解决方案；
3、离岸人民币兑美元跌破7.29关口；
4、央行主管媒体：人民币汇率保持基本稳定具有坚实基础；
5、摩根大通刘鸣镝：美联储降息预期减弱下 2025年看好中国股市价值跑赢成长风格；
6、《蛋制品生产许可审查细则》公开征求意见 明确要求液蛋、冰蛋制品运输温度；
7、国家网信办集中整治网上金融信息乱象；
8、今日A股先锋精科上市，港股草姬集团申购；
9、公告精选︱乐鑫科技：没有涉足特定整机业务的计划；宁波精达：不涉及人形机器人产品和业务；
10、公告精选(港股)︱BOSS直聘-W(02076.HK)第三季度经营利润增加26.5% 月活跃用户增加30.0%；
11、A股投资避雷针︱井松智能：股东中小企业发展基金拟减持不超3%股份；冠城新材：实际控制人薛黎曦收到立案告知书。",CNH,,2024-12-11 23:08:05,20241212
,2024-12-12 07:43:37,格隆汇12月12日｜12月12日亚太盘初，离岸人民币兑美元低位反弹将近100点，刷新日高至7.2725元，当前涨幅大约0.1%。,CNH,,2024-12-11 23:43:37,20241212
