title,updateTimestamp,content,relatedStocks,relatedInfos,date,trade_date
人民币兑美元中间价报7.1376 下调53点,2024-08-02 09:16:42,格隆汇8月2日｜人民币兑美元中间价报7.1376，下调53点；上一交易日中间价7.1323，上一交易日官方收盘价7.2446，上日夜盘报收7.2460。,CNH,,2024-08-02 01:16:42,20240803
,2024-08-02 11:21:23,格隆汇8月2日｜离岸人民币香港银行同业隔夜拆息回落16个基点至0.85%，创2022年12月9日以来新低。,CNH,,2024-08-02 03:21:23,20240803
余永定：中国央行应该继续对汇率采取“善意忽视”的政策，不宜过多担忧汇率贬值,2024-08-02 11:35:05,"格隆汇8月2日｜外汇局主管杂志《中国外汇》刊登中国社会科学院学部委员余永定的文章。余永定指出，就中国而言，目前经济仍需政策进一步发力，降息预期可能依然较强。不过，由于资本跨境配置的调整在2022-2023年已经基本完成，我认为今年资本外流的现象不会出现明显恶化，同时人民币兑美元汇率也不会进一步明显下跌。
恢复投资者和消费者对经济增长的信心是实现汇率稳定的关键。更具体看，人民币汇率是否会出现反弹，关键在于2024年中国经济是否能够实现5%的国内生产总值(GDP)增速目标。中国央行应该继续对汇率采取“善意忽视”的政策，不宜过多担忧汇率贬值(除非出现明显的国际投机资本做空人民币的活动)，货币政策应与财政政策协同发力，进一步打开货币政策空间。",CNH,,2024-08-02 03:35:05,20240803
,2024-08-02 13:59:49,格隆汇8月2日｜在岸人民币兑美元日内涨幅扩大至逾400点，一度涨至7.2033。,CNH,,2024-08-02 05:59:49,20240803
在岸、离岸人民币兑美元升破7.20关口,2024-08-02 14:03:09,格隆汇8月2日丨在岸人民币、离岸人民币兑美元升破7.20关口，创5月初以来新高。,CNH,,2024-08-02 06:03:09,20240803
野村陆挺：房地产已经没有泡沫了，应适度降息,2024-08-02 14:16:26,"格隆汇8月2日｜据New Economist，野村证券首席中国经济学家陆挺表示，我们不能过度依赖于外资，不能把中国经济的稳定的增长，完全寄希望于维持高速的出口之上，那么应该要做什么呢？
<u>第一、应该维持人民币的稳定，避免大幅度的贬值。</u>在过去一段时间，一些政策建议人民币贬值。在我看来，让人民币过快、过大的贬值，不利于解决贸易失衡，不利于跟别的国家处理好关系。
另一方面，现在内需方面有些许下行，是因为国内的资本市场不稳，房地产市场不稳，人民币的进一步的贬值也不利于内需稳定。所以我们不应该鼓励人民币的贬值，应该维持人民币稳定。
<u>第二、如果从美联储过去十几年的经验和教训来看的话，我们应该适度降息，</u>当然了大幅度的降息可能并没有空间，尤其我们因为历史的种种原因，存量的按揭贷款利率比较高，在我看来应该是首先要解决的一个问题。
<u>第三、要稳定房地产，已经跌了那么多了，在我看来泡沫已经没有了</u>，实际上中国还处在城市化的发展过程中间，人口还会集聚。在这个过程中间，房地产还有一定的发展空间。",CNH,,2024-08-02 06:16:26,20240803
,2024-08-02 16:32:17,格隆汇8月2日丨在岸人民币兑美元8月2日16:30收盘报7.2150，较上一交易日上涨296点。,CNH,,2024-08-02 08:32:17,20240803
离岸、在岸人民币对美元汇率盘中升破7.2 谭雅玲：技术修正等多因素共同作用,2024-08-02 19:32:21,格隆汇8月2日｜据每经，今日，在岸、离岸人民币对美元汇率突然拉升超400点，双双一度升破7.20关口。中国外汇投资研究院院长谭雅玲表示，人民币对美元汇率近期显著上涨，主要因技术修正。此外，美元指数偏低、美联储降息预期升温、美国股市下跌导致资金短期流向中国市场、日元升值等因素也有一定影响。她认为人技术修正的导向和人民币汇率中间价有关系。目前中间价在7.13左右，离岸人民币汇率与中间价偏差较大，因此离岸人民币也有升值的需求，所以离岸人民币升值比较快一些，并带动了在岸人民币升值，这是技术上的因素，也是一种主要因素。,CNH,,2024-08-02 11:32:21,20240803
人民币拉升！离岸人民币收复7.18关口、在岸收复7.19,2024-08-02 20:39:43,格隆汇8月2日｜离岸人民币兑美元短线拉升，日内涨超800点，收复7.18关口。在岸人民币兑美元收复7.19关口，现报7.1860。,CNH,,2024-08-02 12:39:43,20240803
离岸人民币兑美元升破7.16关口,2024-08-02 22:18:54,格隆汇8月2日｜离岸人民币兑美元日内大涨900点，收复7.16关口，现报7.1570，为1月25日以来新高。在岸人民币兑美元收复7.17关口，日内涨近700点。,CNH,,2024-08-02 14:18:54,20240803
大涨超1000点！离岸人民币兑美元升破7.15,2024-08-02 22:24:13,格隆汇8月2日｜人民币狂飙，离岸人民币兑美元日内大涨超1000点，收复7.15关口，现报7.1494。,CNH,,2024-08-02 14:24:13,20240803
,2024-08-03 06:11:47,格隆汇8月3日｜在岸人民币兑美元北京时间03:00收报7.1704，较上一交易日夜盘收盘涨756点。成交量533.41亿美元。,CNH,,2024-08-02 22:11:47,20240803
离岸人民币飙升873点，报7.1638元,2024-08-03 06:23:10,格隆汇8月3日｜离岸人民币（CNH）兑美元北京时间04:59报7.1638元，较周四纽约尾盘涨873点，盘中整体交投于7.2521-7.1437元区间。,CNH,,2024-08-02 22:23:10,20240803
