title,updateTimestamp,content,relatedStocks,relatedInfos,date,trade_date
,2024-08-07 09:15:41,格隆汇8月7日｜人民币兑美元中间价较上日调降68点至7.1386，中间价贬值至2023年11月21日以来最低，降幅创2024年1月3日以来最大。,CNH,,2024-08-07 01:15:41,20240808
,2024-08-07 09:18:34,格隆汇8月7日｜离岸人民币兑美元短线走低40点，目前报7.1641。今日人民币兑美元中间价报7.1386，下调68点。,CNH,,2024-08-07 01:18:34,20240808
在岸、离岸人民币兑美元双双走低,2024-08-07 09:39:28,格隆汇8月7日｜在岸人民币兑美元日内走低200点，目前报7.1758。离岸人民币兑美元跌197点，目前报7.1787。,CNH,,2024-08-07 01:39:28,20240808
离岸人民币兑美元跌破7.18,2024-08-07 09:48:54,格隆汇8月7日丨离岸人民币兑美元短线快速走低，跌破7.18关口，日内跌超200点。,CNH,,2024-08-07 01:48:54,20240808
,2024-08-07 11:25:58,格隆汇8月7日｜离岸人民币香港银行同业隔夜拆息跌9个基点至0.79879%，创2022年12月9日以来新低。离岸人民币香港银行同业一周期拆息跌6个基点至1.04485%，创有数据记录以来新低。,CNH,,2024-08-07 03:25:58,20240808
离岸人民币兑美元跌破7.19,2024-08-07 11:46:08,格隆汇8月7日｜离岸人民币兑美元跌破7.19关口，日内跌超300点。,CNH,,2024-08-07 03:46:08,20240808
中国央行连续第三个月暂停增持黄金,2024-08-07 16:01:12,格隆汇8月7日｜中国央行：中国7月末黄金储备报7280万盎司(约2264.33吨)，与上个月持平。,CNH,,2024-08-07 08:01:12,20240808
,2024-08-07 16:33:29,格隆汇8月7日｜在岸人民币兑美元收盘报7.1837，较上一交易日下跌368点。,CNH,,2024-08-07 08:33:29,20240808
,2024-08-08 06:18:23,格隆汇8月8日｜在岸人民币兑美元北京时间03:00收报7.1757，较上一交易日夜盘收盘跌207点。成交量501.45亿美元。,CNH,,2024-08-07 22:18:23,20240808
,2024-08-08 06:36:42,格隆汇8月8日｜离岸人民币（CNH）兑美元北京时间04:59报7.1733元，较周二纽约尾盘跌143点，盘中整体交投于7.1575-7.1945元区间。,CNH,,2024-08-07 22:36:42,20240808
音频 | 格隆汇8.8盘前要点—港A美股你需要关注的大事都在这,2024-08-08 07:23:49,"格隆汇8月8日｜国际要闻：
1、高开低走！美股三大指数集体收跌，英伟达跌超5%；
2、WTI原油期货收涨约2.8%，COMEX黄金期货收报2423.5美元/盎司；
3、摩根大通将年底前美国经济陷入衰退的概率上调至35%；
4、美联储前三把手：美联储需及时行动，9月会议可能降息50基点；
5、美联储周三隔夜逆回购协议使用规模为2866.60亿美元；
6、特斯拉据报取消东南亚设厂计划 专注于扩大当地充电网络；
7、英国爆发13年来最大规模骚乱，多国发布旅游警告；
8、诺奖得主尤努斯获任命为孟加拉临时政府首席顾问；
9、波罗的海干散货运价指数四连涨，因海岬型船运费走高；
10、乌克兰疑似占领俄天然气过境点，欧洲能源市场陷入恐慌，欧洲天然气价格飙升至年内最高水平；
11、铜价跌势加剧 LME铜库存跃升至2019年来最高；
大中华区要闻：
1、以美元计，中国7月出口同比7%逊预期，进口同比7.2%超预期；
2、中国7月外汇储备32563.7亿美元，环比升1.06%；
3、中国央行连续第三个月暂停增持黄金；
4、中国7月日均原油进口量降至自2022年9月以来最低水平；
5、时隔8年，上海再次诞生国内单价最贵地王！楼面价13.1万元/平方米；
6、深安居拟征集商品房用作保障性住房：面积65平以下 优先整栋；
7、重回1万元时代？东莞多盘跌穿地价卖房；
8、交易商协会对4家农村商业银行启动自律调查；
9、工业富联大手笔分红115.2亿，每10股派现5.8元；
10、今日港股黑芝麻智能上市；
11、北上资金净卖出A股21.36亿元，逆势加仓贵州茅台3.11亿；
12、南下资金净买入港股116.73亿港元，加仓盈富基金、腾讯、恒生中国企业；
13、公告精选︱鲁北化工：上半年净利润1.46亿元 同比增幅1063.27%；云南白药：国有股权管理公司拟增持5亿元-10亿元公司股份；
14、公告精选(港股)︱百济神州(06160.HK)第二季度经调整经营利润达4800万美元 产品收入增长66%；
15、A股避雷针︱永新股份：奥瑞金及其一致行动人拟减持不超过1.5%股份；ST长康：深交所决定终止公司股票上市。",CNH,,2024-08-07 23:23:49,20240808
